Year,Site,FID,Weight,Length,AC,AGE,SexCon,Sex,Delts,logW,logL,fyr,Ws,Wr,gcat
2016,8,62,269,265,3,2,8,2,NA,2.42975228,2.4232458739,2016,253.0951047974,106.284157576,stock
2016,8,63,246,248,3,2,8,2,NA,2.3909351071,2.3944516808,2016,203.7231352974,120.7521176428,stock
2016,8,64,250,256,3,2,8,2,NA,2.3979400087,2.4082399653,2016,226.0317286581,110.6039410857,stock
2016,8,65,238,245,3,2,8,2,NA,2.3765769571,2.3891660844,2016,195.7674996911,121.5727842341,stock
2016,8,66,231,249,3,2,3,1,NA,2.3636119799,2.3961993471,2016,206.4241300762,111.9055218567,stock
2016,8,67,308,254,3,2,3,1,NA,2.4885507165,2.4048337166,2016,220.3031741212,139.8073365164,stock
2016,8,68,306,261,3,2,8,2,NA,2.4857214265,2.4166405073,2016,240.8043791471,127.0741010125,stock
2016,8,70,171,222,3,1,6,2,NA,2.2329961104,2.3463529745,2016,141.77944938,120.6098632402,stock
2016,8,71,172,219,3,2,8,2,NA,2.2355284469,2.3404441148,2016,135.6043395558,126.8395986171,stock
2016,2,90,581,316,3,2,8,2,NA,2.7641761324,2.4996870826,2016,450.272912429,129.0328562884,quality
2016,2,91,281,256,3,2,6,2,NA,2.4487063199,2.4082399653,2016,226.0317286581,124.3188297804,stock
2016,2,92,416,304,3,2,8,2,NA,2.6190933306,2.4828735836,2016,396.6845072281,104.8692329597,quality
2016,2,93,681,360,3,4,3,1,NA,2.8331471119,2.5563025008,2016,689.8871964808,98.7117899091,quality
2016,2,94,688,344,3,4,3,1,NA,2.8375884382,2.5365584426,2016,594.5053709639,115.726456581,quality
2016,2,95,399,290,3,2,8,2,NA,2.6009728957,2.4623979979,2016,339.9606470172,117.3665256555,stock
2016,2,96,206,231,3,1,6,2,NA,2.3138672204,2.3636119799,2016,161.4737793421,127.5748922452,stock
2016,2,97,429,298,3,2,8,2,NA,2.6324572922,2.4742162641,2016,371.6292015948,115.4376454162,stock
2016,2,98,361,275,3,2,3,1,NA,2.5575072019,2.4393326938,2016,285.7168851846,126.3488504597,stock
2016,2,99,409,289,3,2,8,2,NA,2.611723308,2.4608978428,2016,336.138795368,121.675928407,stock
2016,2,100,395,279,3,2,8,2,NA,2.5965970956,2.4456042033,2016,299.5453328378,131.8665179183,stock
2016,2,101,510,310,3,2,8,2,NA,2.7075701761,2.4913616938,2016,422.8894238684,120.5989015603,quality
2016,2,102,375,289,3,2,3,1,NA,2.5740312677,2.4608978428,2016,336.138795368,111.5610590528,stock
2016,4,103,675,336,3,4,3,1,NA,2.8293037728,2.5263392774,2016,550.4380592023,122.6296017718,quality
2016,4,104,175,220,3,2,1,1,NA,2.2430380487,2.3424226808,2016,137.6415118751,127.1418757437,stock
2016,4,105,934,373,3,4,8,2,NA,2.9703468762,2.5717088318,2016,774.8238966651,120.5435201495,quality
2016,4,106,270,254,3,2,1,1,NA,2.4313637642,2.4048337166,2016,220.3031741212,122.5583794138,stock
2016,4,107,248,245,3,2,8,2,NA,2.3944516808,2.3891660844,2016,195.7674996911,126.680884412,stock
2016,4,108,426,289,3,2,8,2,NA,2.6294095991,2.4608978428,2016,336.138795368,126.733363084,stock
2016,4,109,768,358,3,5,8,2,NA,2.88536122,2.5538830266,2016,677.4217652352,113.3710251742,quality
2016,4,111,328,265,3,2,3,1,NA,2.5158738437,2.4232458739,2016,253.0951047974,129.5955527321,stock
2016,4,112,331,269,3,2,3,1,NA,2.5198279938,2.42975228,2016,265.8148334059,124.5227723972,stock
2016,4,113,600,336,3,4,3,1,NA,2.7781512504,2.5263392774,2016,550.4380592023,109.0040904638,quality
2016,2,114,253,307,3,2,3,1,NA,2.4031205212,2.4871383755,2016,409.6414577371,61.7613269413,quality
2016,2,115,330,275,3,2,8,2,NA,2.5185139399,2.4393326938,2016,285.7168851846,115.4989491737,stock
2016,6,116,744,358,3,5,3,1,NA,2.8715729355,2.5538830266,2016,677.4217652352,109.8281806375,quality
2016,6,117,321,279,3,2,3,1,NA,2.5065050324,2.4456042033,2016,299.5453328378,107.162410764,stock
2016,6,118,496,324,3,3,3,1,NA,2.6954816765,2.5105450102,2016,488.6679075584,101.500424384,quality
2016,6,119,119,236,3,2,8,2,NA,2.0755469614,2.372912003,2016,173.1972474667,68.7077893792,stock
2016,6,120,227,259,3,2,8,2,NA,2.3560258572,2.4132997641,2016,234.8173204066,96.6708927633,stock
2016,14,122,251,236,3,1,8,2,NA,2.3996737215,2.372912003,2016,173.1972474667,144.9214717158,stock
2016,14,123,437,288,3,2,8,2,NA,2.640481437,2.4593924878,2016,332.3468848735,131.4891217248,stock
2016,15,124,136,202,3,NA,1,1,NA,2.1335389084,2.3053513694,2016,104.0914437379,130.6543507481,stock
2016,15,125,440,296,3,2,8,2,NA,2.6434526765,2.4712917111,2016,363.5279189473,121.0360957348,stock
2016,15,126,303,269,3,2,3,1,NA,2.4814426285,2.42975228,2016,265.8148334059,113.9891239769,stock
2016,15,127,348,283,3,2,8,2,NA,2.5415792439,2.4517864355,2016,313.8318402705,110.8874101812,stock
2016,15,128,859,376,3,5,3,1,NA,2.9339931638,2.5751878449,2016,795.4077468125,107.9949250485,quality
2016,15,129,739,362,3,4,3,1,NA,2.8686444384,2.5587085705,2016,702.5110363805,105.1940769226,quality
2016,15,130,305,266,3,2,8,2,NA,2.4842998393,2.4248816366,2016,256.234495837,119.0315921374,stock
2016,15,131,282,261,3,2,3,1,NA,2.4502491083,2.4166405073,2016,240.8043791471,117.1075048547,stock
2016,15972,132,971,395,3,7,3,1,NA,2.9872192299,2.5965970956,2016,934.6785883823,103.8859787813,preferred
